# fsae control log — tag=stanley
# t0_epoch_s=1786481627.9241  (t column is seconds since this instant)
# frame=global ENU (x east, y north, yaw right-handed, 0=+x); e_y/e_psi are front-axle Frenet errors vs the path, +ve = left/CCW
# score: fsae_control.scoring, verbatim copy of fsae_MPCTest/sim/scoring.py — lower is better
# score_is_partial=0  (1 = time_bonus/offtrack unavailable live; weighted-metric component is still directly comparable to an offline score)
# lap_time_s=53.0998
# optimal_time_s=45.4600  (ds/v_target integral over the precomputed speed profile, scaled by progress -- see LapProgressTracker)
# composite_score=0.302614
# n_steps=1206
# rmse=0.138014
# peak_lateral_error_m=0.410403
# speed_rmse_mps=2.504506
# yaw_rms_radps=0.437304
# max_yaw_rate_radps=1.535486
# control_smooth_rms=0.034204
# jerk_rms=0.057833
# steer_rms=0.118301
# accel_rms_mps2=0.000000
# max_steering_rad=0.436332
# max_accel_mps2=0.000000
# steering_sat_ratio=0.003317
# steering_reversal_rms=0.002916
# steering_reversal_rate=0.003317
# steering_reversals=4
# inaccurate_count=0
t,car_x,car_y,car_yaw,v_actual,v_desired,steer_deg,e_y,e_psi_deg,yaw_rate,delta_cmd,a_cmd,solver_failed,inaccurate,pose_age_s,path_age_s,n_delay,solve_ms,cmd_latency_ms,kappa,kappa_max_abs,corner_demand,demand_frac,alat_ceiling,uturn_severity,last_peak_kappa,dist_since_peak,m_Q_ey_approach,m_Q_ey_straight,m_Q_ey_uturn,m_Q_ey_soften,m_Q_epsi_approach,m_Q_epsi_exit,m_Q_epsi_straight,m_Q_epsi_uturn,m_Q_r_relax,m_Q_r_straight,m_Q_r_uturn,m_R_speed,m_R_straight,m_Rrate_corner,m_Rrate_antihunt,Q_ey_eff,Q_epsi_eff,Q_r_eff,R_steer_eff,Rrate_steer_eff,R_a_accel_eff,R_a_brake_eff
22.7496,35.0051,41.8762,2.68266,5.564,6.490,-10.800,-0.0099,-16.937,-1.0560,-0.188499,0.0000,0,0,,0.0263,,,0.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.7997,34.8480,41.9782,2.64404,5.639,6.608,-4.546,-0.0664,-12.892,-1.3567,-0.079336,0.0000,0,0,,0.0310,,,0.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.8494,34.5603,42.1781,2.58018,5.728,6.724,-10.147,-0.1630,-17.467,-1.0353,-0.177107,0.0000,0,0,,0.0285,,,0.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.8995,34.4112,42.2960,2.54980,5.718,6.724,-11.585,-0.1825,-19.166,-1.0516,-0.202195,0.0000,0,0,,0.0321,,,0.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.9494,34.1253,42.5204,2.49933,5.870,6.849,-13.598,-0.1347,-18.674,-0.6899,-0.237324,0.0000,0,0,,0.0278,,,0.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0000,33.8537,42.7599,2.45567,6.022,6.994,-12.379,0.0172,-15.577,-0.5828,-0.216048,0.0000,0,0,,0.0370,,,0.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0496,33.7162,42.8965,2.43371,6.163,6.994,-9.866,0.0951,-13.113,-0.6995,-0.172195,0.0000,0,0,,0.0347,,,0.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0996,33.4726,43.1640,2.39121,6.312,7.169,-9.679,0.1119,-12.408,-0.6293,-0.168928,0.0000,0,0,,0.0319,,,0.608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.1498,33.2052,43.4864,2.33707,6.465,7.374,-5.264,0.0924,-10.213,-0.9875,-0.091872,0.0000,0,0,,0.0364,,,0.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.1992,33.0927,43.6302,2.31346,6.472,7.374,-5.221,0.0906,-8.490,-0.6918,-0.091117,0.0000,0,0,,0.0324,,,0.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.2494,32.8291,43.9785,2.25962,6.582,7.611,-1.883,0.0476,-7.420,-1.0293,-0.032868,0.0000,0,0,,0.0358,,,0.402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.2995,32.6016,44.2934,2.21879,6.775,7.880,-2.895,0.0327,-6.506,-0.6724,-0.050522,0.0000,0,0,,0.0360,,,0.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.3493,32.4746,44.4822,2.19732,6.874,7.880,-0.407,0.0318,-4.993,-0.8408,-0.007096,0.0000,0,0,,0.0324,,,0.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.3994,32.2467,44.8230,2.16709,7.031,8.181,-2.654,0.0186,-5.358,-0.4952,-0.046317,0.0000,0,0,,0.0274,,,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.4505,32.1202,45.0231,2.15390,7.107,8.509,-2.908,-0.0915,-6.410,-0.4984,-0.050749,0.0000,0,0,,0.0356,,,0.608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.4993,31.8851,45.3883,2.13605,7.312,8.855,-5.756,-0.1426,-8.165,-0.2489,-0.100464,0.0000,0,0,,0.0288,,,0.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.5499,31.7579,45.6007,2.12702,7.435,8.855,-5.161,-0.0445,-7.283,-0.3178,-0.090071,0.0000,0,0,,0.0314,,,0.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.6000,31.5248,46.0063,2.11083,7.660,9.208,-4.641,0.0206,-6.027,-0.2658,-0.080999,0.0000,0,0,,0.0362,,,0.861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.6494,31.3149,46.4036,2.09266,7.871,9.545,-3.934,0.0416,-5.160,-0.2608,-0.068663,0.0000,0,0,,0.0327,,,0.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.6994,31.0867,46.8586,2.06732,8.201,9.812,-1.880,0.0654,-4.286,-0.4910,-0.032809,0.0000,0,0,,0.0303,,,0.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.7493,30.9922,47.0541,2.05610,8.336,10.011,-2.630,0.0845,-3.978,-0.3258,-0.045905,0.0000,0,0,,0.0344,,,0.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.7995,30.7495,47.5743,2.02749,8.713,10.143,-0.116,0.0753,-2.604,-0.5118,-0.002024,0.0000,0,0,,0.0314,,,0.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.8494,30.5225,48.0751,2.00445,9.091,10.209,0.216,0.0705,-1.437,-0.3583,0.003767,0.0000,0,0,,0.0280,,,0.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.8993,30.3998,48.3597,1.99275,9.300,10.210,1.309,0.0772,-0.811,-0.4450,0.022839,0.0000,0,0,,0.0346,,,0.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.9493,30.1698,48.8816,1.97753,9.648,10.164,1.110,0.0597,0.117,-0.2293,0.019376,0.0000,0,0,,0.0292,,,0.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0001,29.9147,49.4652,1.96957,9.955,9.992,0.589,0.0840,0.389,-0.1116,0.010284,0.0000,0,0,,0.0339,,,0.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0498,29.8159,49.6904,1.96873,10.033,9.992,0.112,0.0796,0.379,-0.0255,0.001949,0.0000,0,0,,0.0346,,,0.497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0994,29.5507,50.2991,1.97063,10.154,9.833,0.579,0.0781,1.314,0.0582,0.010105,0.0000,0,0,,0.0327,,,0.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.1497,29.3132,50.8532,1.97337,10.101,9.818,1.543,0.0666,2.129,0.0423,0.026933,0.0000,0,0,,0.0369,,,0.481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.1993,29.1846,51.1540,1.97446,10.013,9.847,2.184,0.0676,2.778,0.0423,0.038111,0.0000,0,0,,0.0332,,,0.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.2496,28.9523,51.6886,1.97724,9.797,9.923,2.374,0.0535,2.975,0.0553,0.041430,0.0000,0,0,,0.0313,,,0.520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.2999,28.7339,52.1727,1.98269,9.561,10.047,3.060,0.0449,3.824,0.0908,0.053415,0.0000,0,0,,0.0299,,,0.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.3497,28.4836,52.7080,1.99360,9.329,10.206,2.787,0.0344,4.343,0.2384,0.048635,0.0000,0,0,,0.0330,,,0.507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.3995,28.3877,52.9093,1.99850,9.268,10.383,2.897,0.0206,3.867,0.1493,0.050558,0.0000,0,0,,0.0329,,,0.450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.4495,28.1176,53.4519,2.01523,9.206,10.572,2.486,0.0123,4.647,0.3651,0.043388,0.0000,0,0,,0.0333,,,0.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.4995,27.8704,53.9285,2.03258,9.306,10.772,3.573,0.0011,5.402,0.3182,0.062364,0.0000,0,0,,0.0326,,,0.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.5497,27.7248,54.1998,2.04327,9.428,10.985,3.894,-0.0061,6.146,0.3988,0.067969,0.0000,0,0,,0.0329,,,0.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.5993,27.4459,54.7064,2.06341,9.678,11.208,3.949,-0.0266,5.738,0.3371,0.068919,0.0000,0,0,,0.0258,,,0.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.6497,27.2820,54.9886,2.07563,9.813,11.440,5.150,-0.0700,7.142,0.4123,0.089892,0.0000,0,0,,0.0295,,,0.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.6996,26.9542,55.5289,2.09917,10.103,11.678,5.184,-0.1175,6.855,0.3976,0.090471,0.0000,0,0,,0.0235,,,0.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.7503,26.7764,55.8092,2.11235,10.266,11.918,6.077,-0.1373,7.797,0.4221,0.106059,0.0000,0,0,,0.0286,,,0.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.7996,26.3989,56.3705,2.14225,10.552,12.159,5.022,-0.1622,6.964,0.4793,0.087653,0.0000,0,0,,0.0256,,,0.581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.8498,25.9778,56.9523,2.17763,10.836,12.642,3.184,-0.1678,6.317,0.6886,0.055563,0.0000,0,0,,0.0298,,,0.450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.8997,25.8023,57.1824,2.19272,10.947,12.882,5.285,-0.1617,7.010,0.4364,0.092237,0.0000,0,0,,0.0319,,,0.640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.9496,25.3555,57.7413,2.23073,11.249,13.119,2.501,-0.1566,5.479,0.6475,0.043653,0.0000,0,0,,0.0308,,,0.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.9994,24.8982,58.2821,2.26671,11.539,13.583,2.147,-0.1471,4.740,0.5699,0.037466,0.0000,0,0,,0.0313,,,0.477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0496,24.6375,58.5718,2.28631,11.687,13.583,1.181,-0.1409,4.916,0.7629,0.020619,0.0000,0,0,,0.0310,,,0.380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0994,24.1832,59.0659,2.31709,12.017,14.041,1.505,-0.1379,3.874,0.5193,0.026276,0.0000,0,0,,0.0273,,,0.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.1496,23.6981,59.5731,2.34476,12.347,14.269,1.619,-0.1326,3.119,0.3612,0.028255,0.0000,0,0,,0.0278,,,0.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.1998,23.4074,59.8683,2.35854,12.535,14.496,1.285,-0.1257,3.146,0.4176,0.022435,0.0000,0,0,,0.0315,,,0.598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.2492,22.8588,60.4040,2.38095,12.854,14.939,1.486,-0.1212,2.560,0.2750,0.025940,0.0000,0,0,,0.0258,,,0.374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.2994,22.2724,60.9505,2.40116,13.182,15.370,0.578,-0.1115,1.989,0.3248,0.010091,0.0000,0,0,,0.0300,,,0.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.3495,22.0020,61.1957,2.40943,13.326,15.370,0.955,-0.0989,1.941,0.2412,0.016661,0.0000,0,0,,0.0217,,,0.459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.3997,21.3841,61.7392,2.42660,13.638,15.788,0.280,-0.0847,1.306,0.2369,0.004894,0.0000,0,0,,0.0235,,,0.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.4497,20.6940,62.3300,2.44219,13.994,16.196,-0.566,-0.0670,0.689,0.2638,-0.009874,0.0000,0,0,,0.0232,,,0.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.4995,20.3802,62.5926,2.44839,14.146,16.396,-0.519,-0.0517,0.581,0.2262,-0.009063,0.0000,0,0,,0.0306,,,0.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.5500,19.7063,63.1500,2.45904,14.471,16.789,-0.821,-0.0372,0.105,0.1857,-0.014334,0.0000,0,0,,0.0297,,,0.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.5997,19.3761,63.4221,2.46261,14.621,16.982,-0.547,-0.0287,0.030,0.1192,-0.009554,0.0000,0,0,,0.0254,,,0.623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.6498,18.6478,64.0185,2.46668,14.931,17.351,-0.341,-0.0252,-0.164,0.0468,-0.005960,0.0000,0,0,,0.0306,,,0.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.6998,18.2821,64.3170,2.46693,15.080,17.506,-0.134,-0.0190,-0.153,0.0086,-0.002342,0.0000,0,0,,0.0242,,,0.606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.7496,17.5358,64.9233,2.46590,15.349,17.752,0.129,-0.0189,-0.087,-0.0261,0.002252,0.0000,0,0,,0.0227,,,0.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.7996,16.8035,65.5156,2.46426,15.586,17.913,0.226,-0.0192,0.041,-0.0206,0.003939,0.0000,0,0,,0.0113,,,0.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.8497,16.3957,65.8438,2.46379,15.703,17.962,0.254,-0.0162,0.118,-0.0140,0.004426,0.0000,0,0,,0.0316,,,0.600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.8997,15.5756,66.5020,2.46366,15.914,18.000,0.183,-0.0140,0.140,0.0008,0.003197,0.0000,0,0,,0.0345,,,0.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.9498,15.2056,66.7983,2.46381,16.003,18.000,0.136,-0.0098,0.134,0.0054,0.002382,0.0000,0,0,,0.0259,,,0.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.9995,14.4323,67.4172,2.46453,16.152,18.000,0.047,-0.0058,0.107,0.0138,0.000825,0.0000,0,0,,0.0319,,,0.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0497,13.7101,67.9950,2.46547,16.273,18.000,0.016,-0.0025,0.079,0.0124,0.000275,0.0000,0,0,,0.0363,,,0.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0997,13.2853,68.3347,2.46610,16.321,18.000,-0.070,-0.0006,0.057,0.0225,-0.001220,0.0000,0,0,,0.0358,,,0.481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.1496,12.5882,68.8922,2.46699,16.397,18.000,-0.016,0.0011,0.056,0.0119,-0.000285,0.0000,0,0,,0.0284,,,0.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.1999,11.7763,69.5415,2.46769,16.464,18.000,0.009,0.0013,0.067,0.0093,0.000157,0.0000,0,0,,0.0361,,,0.450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.2495,10.9872,70.1723,2.46792,16.508,18.000,0.122,-0.0008,0.140,0.0036,0.002131,0.0000,0,0,,0.0373,,,0.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.2997,10.6426,70.4475,2.46798,16.527,18.000,0.172,-0.0023,0.177,0.0022,0.002996,0.0000,0,0,,0.0350,,,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.3494,9.8617,71.0708,2.46813,16.551,18.000,0.260,-0.0057,0.257,0.0027,0.004539,0.0000,0,0,,0.0368,,,0.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.3996,9.4445,71.4032,2.46834,16.568,18.000,0.290,-0.0074,0.310,0.0077,0.005061,0.0000,0,0,,0.0382,,,0.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.4494,8.6609,72.0257,2.46930,16.584,17.959,0.266,-0.0099,0.366,0.0231,0.004650,0.0000,0,0,,0.0377,,,0.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.4992,7.9286,72.6055,2.47094,16.598,17.860,0.292,-0.0112,0.405,0.0261,0.005096,0.0000,0,0,,0.0394,,,0.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.5499,7.4943,72.9483,2.47224,16.601,17.789,0.178,-0.0126,0.410,0.0478,0.003102,0.0000,0,0,,0.0386,,,0.520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.5993,6.7835,73.5076,2.47463,16.607,17.600,0.245,-0.0139,0.407,0.0361,0.004274,0.0000,0,0,,0.0337,,,0.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.6495,5.9366,74.1708,2.47781,16.604,17.216,0.084,-0.0146,0.350,0.0547,0.001467,0.0000,0,0,,0.0399,,,0.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.6996,5.1505,74.7832,2.48073,16.588,16.944,0.061,-0.0145,0.339,0.0568,0.001064,0.0000,0,0,,0.0394,,,0.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.7497,4.7844,75.0671,2.48215,16.572,16.806,0.136,-0.0167,0.398,0.0552,0.002371,0.0000,0,0,,0.0405,,,0.531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.7997,4.0133,75.6639,2.48471,16.521,16.527,0.172,-0.0207,0.378,0.0477,0.003009,0.0000,0,0,,0.0397,,,0.554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.8493,3.2984,76.2148,2.48670,16.410,16.242,0.318,-0.0240,0.401,0.0281,0.005554,0.0000,0,0,,0.0331,,,0.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.8995,2.4892,76.8348,2.48886,16.241,15.953,0.302,-0.0269,0.428,0.0376,0.005267,0.0000,0,0,,0.0415,,,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.9495,2.1453,77.0977,2.48965,16.149,15.807,0.474,-0.0270,0.515,0.0229,0.008270,0.0000,0,0,,0.0389,,,0.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.9993,1.3964,77.6671,2.49146,15.919,15.509,0.485,-0.0303,0.555,0.0301,0.008471,0.0000,0,0,,0.0401,,,0.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0495,0.6582,78.2252,2.49322,15.639,15.206,0.679,-0.0473,0.717,0.0349,0.011859,0.0000,0,0,,0.0406,,,0.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0995,-0.0155,78.7320,2.49457,15.341,14.897,0.906,-0.0596,0.807,0.0192,0.015814,0.0000,0,0,,0.0414,,,0.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.1502,-0.4120,79.0293,2.49536,15.156,14.740,1.030,-0.0652,0.964,0.0289,0.017971,0.0000,0,0,,0.0431,,,0.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.1997,-1.0465,79.5031,2.49694,14.846,14.420,1.044,-0.0721,0.922,0.0242,0.018223,0.0000,0,0,,0.0380,,,0.659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.2493,-1.7666,80.0359,2.49983,14.485,14.094,1.105,-0.1025,1.048,0.0561,0.019289,0.0000,0,0,,0.0399,,,0.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.2999,-2.4524,80.5386,2.50382,14.137,13.927,0.920,-0.1171,0.956,0.0836,0.016064,0.0000,0,0,,0.0432,,,0.769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.3494,-2.7739,80.7728,2.50605,13.975,13.760,1.236,-0.1207,1.157,0.0669,0.021564,0.0000,0,0,,0.0403,,,0.330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.3992,-3.4449,81.2574,2.51152,13.637,13.418,0.715,-0.1204,0.710,0.0814,0.012475,0.0000,0,0,,0.0398,,,0.370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.4496,-4.1297,81.7464,2.51782,13.294,13.067,-0.038,-0.1098,0.343,0.1435,-0.000667,0.0000,0,0,,0.0418,,,0.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.4994,-4.7279,82.1686,2.52388,13.029,12.888,0.053,-0.0920,0.329,0.1137,0.000925,0.0000,0,0,,0.0423,,,0.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.5494,-5.0477,82.3931,2.52693,12.895,12.706,-0.047,-0.0800,0.291,0.1167,-0.000821,0.0000,0,0,,0.0432,,,0.459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.5993,-5.6568,82.8221,2.53074,12.645,12.335,0.243,-0.0733,0.271,0.0586,0.004243,0.0000,0,0,,0.0375,,,0.421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.6499,-6.2471,83.2361,2.53254,12.389,12.145,0.554,-0.0696,0.364,0.0188,0.009675,0.0000,0,0,,0.0440,,,0.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.6995,-6.5771,83.4671,2.53278,12.248,11.951,0.921,-0.0665,0.678,0.0078,0.016078,0.0000,0,0,,0.0408,,,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.7494,-7.1664,83.8770,2.53306,11.996,11.555,1.248,-0.0697,0.960,0.0032,0.021788,0.0000,0,0,,0.0365,,,0.441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.7997,-7.7597,84.2854,2.53427,11.733,11.351,1.457,-0.0711,1.321,0.0321,0.025428,0.0000,0,0,,0.0414,,,0.520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.8494,-8.3127,84.6612,2.53741,11.483,10.934,1.615,-0.0707,1.748,0.0800,0.028179,0.0000,0,0,,0.0425,,,0.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.8996,-8.5658,84.8317,2.53954,11.356,10.934,2.139,-0.0654,2.291,0.0795,0.037335,0.0000,0,0,,0.0419,,,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.9496,-9.1230,85.2021,2.54601,11.062,10.506,1.957,-0.1066,2.246,0.1388,0.034148,0.0000,0,0,,0.0404,,,0.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.9998,-9.6808,85.5649,2.55492,10.729,10.285,1.592,-0.1067,2.127,0.1844,0.027783,0.0000,0,0,,0.0403,,,0.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0493,-10.1647,85.8722,2.56473,10.445,9.828,1.762,-0.0898,2.113,0.1397,0.030761,0.0000,0,0,,0.0411,,,0.470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0997,-10.4551,86.0535,2.57123,10.267,9.828,1.324,-0.0789,2.395,0.2569,0.023114,0.0000,0,0,,0.0428,,,0.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.1496,-10.8987,86.3275,2.58107,9.991,9.591,1.837,-0.0301,2.534,0.1490,0.032060,0.0000,0,0,,0.0372,,,0.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.1995,-11.3992,86.6294,2.59214,9.682,9.098,2.122,-0.0061,2.898,0.1411,0.037039,0.0000,0,0,,0.0434,,,0.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.2501,-11.8687,86.9068,2.60193,9.397,8.838,2.985,0.0005,3.923,0.1632,0.052100,0.0000,0,0,,0.0440,,,0.705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.2998,-12.3399,87.1754,2.61280,9.134,8.570,3.537,-0.0002,4.925,0.2424,0.061729,0.0000,0,0,,0.0425,,,0.716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.3493,-12.5456,87.2901,2.61795,9.005,8.570,3.253,0.0026,4.433,0.2034,0.056778,0.0000,0,0,,0.0425,,,0.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.3993,-12.9999,87.5330,2.63179,8.698,8.023,4.450,0.0039,6.231,0.3068,0.077675,0.0000,0,0,,0.0424,,,0.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.4496,-13.4517,87.7640,2.64876,8.338,7.757,4.787,0.0108,7.078,0.3885,0.083541,0.0000,0,0,,0.0448,,,0.510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.4994,-13.8241,87.9458,2.66438,8.087,7.503,6.607,0.0255,8.224,0.2542,0.115315,0.0000,0,0,,0.0426,,,0.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5501,-14.0613,88.0553,2.67586,7.914,7.503,6.755,0.0370,9.422,0.4240,0.117891,0.0000,0,0,,0.0452,,,0.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5993,-14.4286,88.2173,2.69562,7.620,7.270,7.604,0.0302,9.512,0.2980,0.132708,0.0000,0,0,,0.0375,,,0.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6495,-14.8461,88.3834,2.72263,7.287,7.062,7.071,0.0276,9.527,0.3953,0.123405,0.0000,0,0,,0.0453,,,0.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.7001,-15.2590,88.5296,2.75465,7.022,6.887,6.808,0.0374,10.561,0.6084,0.118830,0.0000,0,0,,0.0447,,,0.498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.7494,-15.6360,88.6477,2.78803,6.836,6.746,7.004,0.0491,11.261,0.6804,0.122242,0.0000,0,0,,0.0434,,,0.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.7996,-15.8177,88.6997,2.80510,6.748,6.746,4.491,0.0321,8.618,0.6789,0.078375,0.0000,0,0,,0.0438,,,0.498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.8493,-16.1915,88.7971,2.84122,6.611,6.641,6.094,0.0470,11.133,0.8177,0.106359,0.0000,0,0,,0.0438,,,0.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.8993,-16.5174,88.8712,2.87379,6.495,6.566,8.778,0.0540,11.901,0.4730,0.153208,0.0000,0,0,,0.0439,,,0.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.9496,-16.7275,88.9182,2.89365,6.451,6.566,4.681,0.0318,8.799,0.6762,0.081690,0.0000,0,0,,0.0437,,,0.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
