# fsae control log — tag=stanley
# t0_epoch_s=1786481627.9241  (t column is seconds since this instant)
# frame=global ENU (x east, y north, yaw right-handed, 0=+x); e_y/e_psi are front-axle Frenet errors vs the path, +ve = left/CCW
# score: fsae_control.scoring, verbatim copy of fsae_MPCTest/sim/scoring.py — lower is better
# score_is_partial=0  (1 = time_bonus/offtrack unavailable live; weighted-metric component is still directly comparable to an offline score)
# lap_time_s=53.0998
# optimal_time_s=45.4600  (ds/v_target integral over the precomputed speed profile, scaled by progress -- see LapProgressTracker)
# composite_score=0.302614
# n_steps=1206
# rmse=0.138014
# peak_lateral_error_m=0.410403
# speed_rmse_mps=2.504506
# yaw_rms_radps=0.437304
# max_yaw_rate_radps=1.535486
# control_smooth_rms=0.034204
# jerk_rms=0.057833
# steer_rms=0.118301
# accel_rms_mps2=0.000000
# max_steering_rad=0.436332
# max_accel_mps2=0.000000
# steering_sat_ratio=0.003317
# steering_reversal_rms=0.002916
# steering_reversal_rate=0.003317
# steering_reversals=4
# inaccurate_count=0
t,car_x,car_y,car_yaw,v_actual,v_desired,steer_deg,e_y,e_psi_deg,yaw_rate,delta_cmd,a_cmd,solver_failed,inaccurate,pose_age_s,path_age_s,n_delay,solve_ms,cmd_latency_ms,kappa,kappa_max_abs,corner_demand,demand_frac,alat_ceiling,uturn_severity,last_peak_kappa,dist_since_peak,m_Q_ey_approach,m_Q_ey_straight,m_Q_ey_uturn,m_Q_ey_soften,m_Q_epsi_approach,m_Q_epsi_exit,m_Q_epsi_straight,m_Q_epsi_uturn,m_Q_r_relax,m_Q_r_straight,m_Q_r_uturn,m_R_speed,m_R_straight,m_Rrate_corner,m_Rrate_antihunt,Q_ey_eff,Q_epsi_eff,Q_r_eff,R_steer_eff,Rrate_steer_eff,R_a_accel_eff,R_a_brake_eff
16.6495,26.3958,64.8698,-0.85179,7.362,8.498,5.297,-0.0714,7.698,0.5043,0.092456,0.0000,0,0,,0.0334,,,0.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.6994,26.7482,64.5127,-0.81632,7.570,8.747,7.330,-0.0635,8.919,0.3514,0.127924,0.0000,0,0,,0.0279,,,0.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.7494,26.9337,64.3387,-0.79708,7.623,9.014,4.984,-0.0775,7.876,0.5946,0.086986,0.0000,0,0,,0.0331,,,0.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.7996,27.1179,64.1702,-0.78077,7.715,9.014,5.772,-0.0893,7.850,0.4652,0.100734,0.0000,0,0,,0.0337,,,0.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.8494,27.5174,63.8334,-0.74155,7.887,9.297,5.092,-0.0761,7.933,0.5816,0.088865,0.0000,0,0,,0.0326,,,0.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.8996,27.7214,63.6658,-0.72138,8.044,9.591,5.471,-0.0709,8.353,0.5814,0.095483,0.0000,0,0,,0.0329,,,0.481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.9494,27.9369,63.4974,-0.70189,8.202,9.591,5.800,-0.0689,7.907,0.4426,0.101223,0.0000,0,0,,0.0336,,,0.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.9995,28.3820,63.1664,-0.66341,8.537,10.200,3.613,-0.0585,6.375,0.5434,0.063066,0.0000,0,0,,0.0248,,,0.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0496,28.6200,63.0003,-0.64379,8.703,10.200,4.548,-0.0482,6.599,0.4075,0.079382,0.0000,0,0,,0.0295,,,0.490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0993,28.8661,62.8361,-0.62423,8.871,10.508,3.753,-0.0637,6.486,0.5416,0.065496,0.0000,0,0,,0.0314,,,0.340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.1495,29.1181,62.6692,-0.60549,9.061,10.813,3.645,-0.0767,6.174,0.5176,0.063624,0.0000,0,0,,0.0253,,,0.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.1997,29.6472,62.3382,-0.57026,9.452,11.089,2.292,-0.0787,4.812,0.5152,0.039996,0.0000,0,0,,0.0273,,,0.510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.2495,29.9240,62.1745,-0.55322,9.645,11.306,2.989,-0.0792,4.782,0.3873,0.052170,0.0000,0,0,,0.0256,,,0.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.2998,30.2088,62.0119,-0.53656,9.833,11.306,2.457,-0.0779,4.208,0.3777,0.042878,0.0000,0,0,,0.0303,,,0.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.3493,30.5002,61.8475,-0.52116,10.033,11.466,1.430,-0.0769,3.666,0.4599,0.024957,0.0000,0,0,,0.0269,,,0.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.3994,31.1067,61.5227,-0.49310,10.408,11.568,0.747,-0.0641,2.344,0.3349,0.013038,0.0000,0,0,,0.0281,,,0.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.4496,31.4218,61.3621,-0.47990,10.605,11.613,0.263,-0.0571,1.902,0.3351,0.004597,0.0000,0,0,,0.0330,,,0.537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.4994,31.7431,61.2004,-0.46794,10.789,11.602,-0.604,-0.0525,1.346,0.3849,-0.010540,0.0000,0,0,,0.0319,,,0.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.5495,32.3797,60.8870,-0.44940,11.082,11.416,-0.678,-0.0413,0.329,0.2100,-0.011842,0.0000,0,0,,0.0286,,,0.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.5994,32.7167,60.7249,-0.44207,11.216,11.416,-1.415,-0.0449,-0.298,0.2318,-0.024700,0.0000,0,0,,0.0313,,,0.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.6496,33.0394,60.5695,-0.43703,11.321,11.242,-1.090,-0.0528,-0.701,0.1106,-0.019020,0.0000,0,0,,0.0313,,,0.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.6996,33.3821,60.4058,-0.43365,11.391,11.038,-1.117,-0.0673,-0.938,0.0856,-0.019496,0.0000,0,0,,0.0277,,,0.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.7494,34.0678,60.0792,-0.43214,11.381,10.616,-1.846,-0.0798,-2.252,-0.0064,-0.032227,0.0000,0,0,,0.0285,,,0.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.7994,34.4089,59.9168,-0.43368,11.334,10.616,-1.448,-0.0826,-2.058,-0.0395,-0.025270,0.0000,0,0,,0.0346,,,0.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.8498,34.7466,59.7553,-0.43628,11.234,10.399,-1.452,-0.0876,-2.355,-0.0858,-0.025350,0.0000,0,0,,0.0319,,,0.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.8995,35.3757,59.4469,-0.44501,10.924,9.949,-1.246,-0.0926,-2.443,-0.1314,-0.021744,0.0000,0,0,,0.0279,,,0.526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.9494,35.6953,59.2886,-0.45067,10.711,9.949,-2.662,-0.0775,-4.026,-0.1720,-0.046452,0.0000,0,0,,0.0337,,,0.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.9996,36.0036,59.1341,-0.45666,10.496,9.716,-3.346,-0.0662,-4.424,-0.1306,-0.058391,0.0000,0,0,,0.0357,,,0.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0497,36.6048,58.8302,-0.46666,9.976,9.227,-3.239,-0.0628,-4.411,-0.1473,-0.056532,0.0000,0,0,,0.0264,,,0.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0995,36.8687,58.6920,-0.47132,9.730,9.227,-5.309,-0.0734,-6.312,-0.1067,-0.092652,0.0000,0,0,,0.0311,,,0.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.1495,37.1466,58.5417,-0.47754,9.486,8.973,-5.624,-0.0654,-6.857,-0.1527,-0.098166,0.0000,0,0,,0.0332,,,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.2004,37.4162,58.3925,-0.48481,9.250,8.719,-5.576,-0.0489,-7.136,-0.2245,-0.097328,0.0000,0,0,,0.0276,,,0.967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.2496,37.9218,58.1008,-0.50232,8.776,8.471,-5.815,-0.0194,-7.246,-0.2299,-0.101487,0.0000,0,0,,0.0326,,,0.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.2994,38.1656,57.9515,-0.51387,8.584,8.471,-7.073,-0.0131,-9.240,-0.3647,-0.123441,0.0000,0,0,,0.0315,,,0.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.3493,38.3905,57.8090,-0.52642,8.410,8.232,-7.935,-0.0023,-9.549,-0.2794,-0.138486,0.0000,0,0,,0.0353,,,0.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.3995,38.8428,57.5065,-0.55699,8.086,8.006,-5.949,0.0126,-8.855,-0.5210,-0.103833,0.0000,0,0,,0.0361,,,0.526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.4493,39.0406,57.3653,-0.57272,7.961,7.799,-5.691,0.0184,-7.694,-0.3701,-0.099319,0.0000,0,0,,0.0358,,,0.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.4997,39.2490,57.2082,-0.59173,7.834,7.799,-7.822,0.0039,-10.566,-0.4833,-0.136527,0.0000,0,0,,0.0355,,,0.540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.5494,39.6426,56.8999,-0.63028,7.664,7.617,-7.054,0.0040,-9.503,-0.4320,-0.123122,0.0000,0,0,,0.0324,,,0.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.5997,39.8382,56.7386,-0.65039,7.610,7.466,-7.954,-0.0047,-10.814,-0.4937,-0.138826,0.0000,0,0,,0.0346,,,0.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.6495,40.0259,56.5735,-0.67191,7.501,7.466,-6.681,-0.0066,-10.708,-0.6950,-0.116613,0.0000,0,0,,0.0367,,,0.489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.6994,40.3733,56.2479,-0.71538,7.358,7.278,-6.040,-0.0229,-9.414,-0.5615,-0.105412,0.0000,0,0,,0.0338,,,0.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.7493,40.5445,56.0748,-0.73912,7.308,7.278,-5.877,-0.0278,-10.255,-0.7308,-0.102564,0.0000,0,0,,0.0357,,,0.457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.7997,40.7066,55.9053,-0.76214,7.219,7.237,-4.252,-0.0162,-7.337,-0.5188,-0.074204,0.0000,0,0,,0.0377,,,0.604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.8497,41.0247,55.5544,-0.80807,7.058,7.226,-4.090,-0.0386,-8.476,-0.7176,-0.071383,0.0000,0,0,,0.0352,,,0.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.8997,41.1659,55.3889,-0.82904,7.022,7.226,-3.693,-0.0376,-6.843,-0.5029,-0.064448,0.0000,0,0,,0.0371,,,0.650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.9495,41.3138,55.2135,-0.84787,6.893,7.238,-3.703,-0.0338,-6.687,-0.4780,-0.064633,0.0000,0,0,,0.0365,,,0.568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.9997,41.4588,55.0350,-0.86773,6.910,7.238,-2.703,-0.0335,-6.519,-0.6236,-0.047177,0.0000,0,0,,0.0356,,,0.529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0494,41.7294,54.6851,-0.90003,6.807,7.267,-6.343,-0.0385,-9.055,-0.4239,-0.110710,0.0000,0,0,,0.0334,,,0.411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0994,41.8614,54.5061,-0.91302,6.679,7.307,-4.608,-0.0199,-7.169,-0.4210,-0.080419,0.0000,0,0,,0.0388,,,0.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.1494,42.1115,54.1581,-0.93736,6.631,7.307,-9.153,-0.0032,-10.642,-0.2558,-0.159747,0.0000,0,0,,0.0370,,,0.581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.1998,42.2361,53.9735,-0.95070,6.690,7.349,-6.511,0.0289,-8.849,-0.4457,-0.113635,0.0000,0,0,,0.0349,,,0.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.2493,42.3436,53.8083,-0.96051,6.589,7.349,-8.816,0.0591,-9.581,-0.2114,-0.153869,0.0000,0,0,,0.0365,,,0.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.2992,42.4596,53.6193,-0.97486,6.659,7.387,-8.721,0.0834,-10.037,-0.3384,-0.152217,0.0000,0,0,,0.0383,,,0.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.3502,42.5702,53.4303,-0.98793,6.575,7.387,-10.297,0.0564,-12.161,-0.3998,-0.179715,0.0000,0,0,,0.0378,,,0.741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.3995,42.7807,53.0464,-1.01996,6.601,7.412,-13.887,0.0666,-15.631,-0.3920,-0.242380,0.0000,0,0,,0.0361,,,0.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.4497,42.8810,52.8461,-1.03929,6.730,7.420,-10.791,0.1202,-13.370,-0.6055,-0.188344,0.0000,0,0,,0.0408,,,0.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.4991,43.0623,52.4434,-1.08064,6.843,7.410,-11.684,0.1364,-13.806,-0.5442,-0.203932,0.0000,0,0,,0.0396,,,0.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.5498,43.1463,52.2324,-1.10463,6.826,7.410,-8.090,0.1409,-11.614,-0.7950,-0.141191,0.0000,0,0,,0.0400,,,0.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.5994,43.2195,52.0368,-1.12841,6.935,7.380,-8.787,0.1333,-11.071,-0.5666,-0.153362,0.0000,0,0,,0.0397,,,0.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.6495,43.2938,51.8180,-1.15562,6.945,7.380,-7.295,0.1162,-10.362,-0.6813,-0.127330,0.0000,0,0,,0.0361,,,0.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.6996,43.4315,51.3714,-1.21304,7.038,7.334,-8.114,0.0673,-11.097,-0.6043,-0.141611,0.0000,0,0,,0.0340,,,0.680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.7495,43.4946,51.1447,-1.24241,7.076,7.271,-5.096,0.0450,-8.739,-0.6915,-0.088936,0.0000,0,0,,0.0398,,,0.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.7993,43.5532,50.9172,-1.26944,7.059,7.271,-3.437,0.0212,-8.272,-0.8701,-0.059988,0.0000,0,0,,0.0391,,,0.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.8496,43.6479,50.4741,-1.32105,7.017,7.193,-6.252,-0.0347,-10.215,-0.6483,-0.109118,0.0000,0,0,,0.0398,,,0.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.8996,43.6941,50.2430,-1.34694,7.082,7.103,-6.762,-0.1056,-12.115,-0.8036,-0.118023,0.0000,0,0,,0.0405,,,0.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.9496,43.7370,50.0223,-1.36721,6.993,7.103,-9.736,-0.1955,-13.729,-0.4524,-0.169927,0.0000,0,0,,0.0400,,,0.370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.9998,43.8027,49.5639,-1.40811,6.900,7.002,-14.854,-0.3183,-20.453,-0.5747,-0.259247,0.0000,0,0,,0.0391,,,0.824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0496,43.8254,49.3416,-1.42799,6.931,6.894,-11.051,-0.0912,-14.441,-0.4767,-0.192872,0.0000,0,0,,0.0396,,,0.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0997,43.8410,49.1161,-1.44663,6.789,6.894,-9.440,0.0289,-11.826,-0.4535,-0.164763,0.0000,0,0,,0.0415,,,0.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.1497,43.8501,48.8897,-1.46823,6.809,6.780,-5.001,0.0869,-8.446,-0.7126,-0.087287,0.0000,0,0,,0.0335,,,0.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.1993,43.8486,48.4654,-1.51185,6.682,6.665,-8.145,-0.0342,-11.631,-0.5638,-0.142165,0.0000,0,0,,0.0315,,,0.410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.2493,43.8402,48.2474,-1.53501,6.557,6.665,-4.223,-0.0373,-9.079,-0.7982,-0.073700,0.0000,0,0,,0.0409,,,0.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.2998,43.8267,47.8406,-1.57639,6.487,6.550,-8.885,-0.0527,-12.808,-0.6144,-0.155069,0.0000,0,0,,0.0375,,,0.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.3494,43.8124,47.6272,-1.59822,6.521,6.441,-4.780,-0.0488,-9.859,-0.8215,-0.083421,0.0000,0,0,,0.0396,,,0.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.3995,43.7821,47.2447,-1.63197,6.416,6.441,-11.032,-0.0544,-14.446,-0.5226,-0.192537,0.0000,0,0,,0.0364,,,0.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.4501,43.7578,47.0373,-1.64727,6.273,6.339,-7.937,-0.0454,-11.479,-0.5557,-0.138526,0.0000,0,0,,0.0416,,,0.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.4996,43.7074,46.6609,-1.67548,6.184,6.249,-14.495,-0.0475,-17.214,-0.4085,-0.252982,0.0000,0,0,,0.0372,,,0.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.5497,43.6736,46.4561,-1.69233,6.233,6.249,-16.063,-0.0915,-20.326,-0.6176,-0.280359,0.0000,0,0,,0.0408,,,0.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.5993,43.6001,46.0943,-1.72315,6.095,6.174,-17.539,-0.1098,-21.441,-0.5262,-0.306115,0.0000,0,0,,0.0401,,,0.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.6492,43.5009,45.7112,-1.76080,5.962,6.117,-25.000,-0.1526,-29.780,-0.5920,-0.436332,0.0000,0,0,,0.0419,,,0.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.6998,43.4438,45.5269,-1.78101,5.796,6.117,-19.473,0.1024,-23.003,-0.7667,-0.339864,0.0000,0,0,,0.0407,,,0.531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.7493,43.3956,45.3818,-1.79941,5.811,6.080,-18.216,0.2466,-18.873,-0.4767,-0.317921,0.0000,0,0,,0.0404,,,0.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.7995,43.2578,45.0304,-1.85030,5.678,6.080,-13.530,0.3027,-16.404,-0.9546,-0.236138,0.0000,0,0,,0.0419,,,0.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.8494,43.1933,44.8862,-1.87338,5.561,6.061,-13.514,0.3186,-14.096,-0.5869,-0.235863,0.0000,0,0,,0.0416,,,0.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.8995,43.0415,44.5860,-1.92886,5.480,6.055,-13.053,0.2627,-14.891,-0.7261,-0.227819,0.0000,0,0,,0.0412,,,0.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.9497,42.8623,44.2700,-1.99261,5.434,6.055,-17.412,0.1629,-22.545,-1.1490,-0.303902,0.0000,0,0,,0.0416,,,0.489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.9997,42.7862,44.1450,-2.01913,5.501,6.057,-13.367,0.1844,-15.935,-0.7316,-0.233299,0.0000,0,0,,0.0417,,,0.529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0495,42.5820,43.8449,-2.08191,5.497,6.057,-25.000,0.1123,-31.528,-0.9567,-0.436332,0.0000,0,0,,0.0427,,,0.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0994,42.4731,43.7035,-2.11269,5.369,6.058,-22.159,0.1543,-27.641,-1.1991,-0.386742,0.0000,0,0,,0.0413,,,0.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.1495,42.2687,43.4583,-2.16805,5.412,6.053,-11.827,-0.0351,-17.956,-1.0150,-0.206426,0.0000,0,0,,0.0392,,,0.450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.1995,42.1605,43.3384,-2.19708,5.489,6.053,-7.205,-0.0531,-13.333,-0.9876,-0.125747,0.0000,0,0,,0.0382,,,0.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.2498,41.9200,43.0959,-2.25806,5.514,6.036,-10.304,-0.1418,-17.996,-1.1249,-0.179833,0.0000,0,0,,0.0397,,,0.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.2995,41.8038,42.9848,-2.28507,5.434,6.036,-14.795,-0.2511,-20.982,-0.6897,-0.258230,0.0000,0,0,,0.0390,,,0.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.3511,41.5516,42.7415,-2.33918,5.480,6.002,-14.761,-0.3218,-21.186,-0.6251,-0.257628,0.0000,0,0,,0.0423,,,1.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.3996,41.4121,42.6202,-2.36672,5.558,6.002,-20.544,-0.2849,-27.699,-0.8146,-0.358567,0.0000,0,0,,0.0375,,,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4500,41.2699,42.5071,-2.39071,5.461,5.951,-14.886,-0.0303,-19.512,-0.7606,-0.259808,0.0000,0,0,,0.0409,,,0.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4994,40.9793,42.3022,-2.44142,5.448,5.951,-11.936,0.0971,-15.149,-0.7113,-0.208315,0.0000,0,0,,0.0380,,,0.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.5494,40.6869,42.1253,-2.49505,5.447,5.885,-8.584,0.1180,-11.375,-0.6701,-0.149818,0.0000,0,0,,0.0413,,,0.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.5993,40.5255,42.0372,-2.52660,5.530,5.811,-2.761,0.1160,-8.108,-1.1110,-0.048182,0.0000,0,0,,0.0420,,,0.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.6497,40.2408,41.8834,-2.57893,5.543,5.811,-8.387,0.0424,-12.305,-0.7487,-0.146382,0.0000,0,0,,0.0383,,,0.503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.6996,40.0798,41.8004,-2.60466,5.446,5.739,-5.930,-0.0719,-11.726,-0.8999,-0.103505,0.0000,0,0,,0.0381,,,0.531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.7496,39.7977,41.6527,-2.64536,5.471,5.739,-15.966,-0.0865,-19.344,-0.4558,-0.278667,0.0000,0,0,,0.0300,,,0.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.7996,39.6322,41.5726,-2.66724,5.527,5.682,-10.358,-0.0582,-14.460,-0.6268,-0.180777,0.0000,0,0,,0.0325,,,0.428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.8494,39.4680,41.4988,-2.68413,5.408,5.682,-12.490,-0.0451,-15.653,-0.4816,-0.217994,0.0000,0,0,,0.0397,,,0.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.8994,39.1324,41.3684,-2.72046,5.336,5.649,-20.291,-0.0374,-23.618,-0.5217,-0.354139,0.0000,0,0,,0.0404,,,0.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.9494,38.8272,41.2681,-2.75592,5.301,5.646,-23.740,-0.0305,-26.372,-0.4110,-0.414343,0.0000,0,0,,0.0373,,,0.421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0004,38.6552,41.2202,-2.77835,5.367,5.646,-18.277,0.2077,-20.958,-0.7940,-0.318997,0.0000,0,0,,0.0327,,,0.507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0496,38.3723,41.1544,-2.81676,5.283,5.676,-19.976,0.2216,-21.007,-0.5325,-0.348648,0.0000,0,0,,0.0221,,,0.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1032,38.2033,41.1253,-2.84186,5.155,5.676,-20.121,0.1948,-22.806,-0.7850,-0.351173,0.0000,0,0,,0.0272,,,1.759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1496,37.8860,41.0845,-2.89535,5.074,5.740,-25.000,0.1166,-30.802,-0.6318,-0.436332,0.0000,0,0,,0.0174,,,0.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1995,37.7158,41.0712,-2.92745,5.133,5.740,-23.598,0.2798,-26.287,-0.9251,-0.411870,0.0000,0,0,,0.0085,,,0.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.2498,37.5495,41.0655,-2.95891,5.007,5.835,-24.996,0.3631,-26.364,-0.8425,-0.436262,0.0000,0,0,,0.0261,,,0.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.2999,37.2122,41.0752,-3.02781,5.090,5.835,-21.637,0.4014,-23.876,-1.0489,-0.377634,0.0000,0,0,,0.0309,,,0.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.3495,37.0434,41.0918,-3.06592,5.105,5.954,-22.618,0.4104,-24.865,-1.0633,-0.394761,0.0000,0,0,,0.0323,,,0.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.3997,36.7112,41.1487,3.13435,5.066,5.954,-16.959,0.3795,-21.886,-1.4847,-0.295996,0.0000,0,0,,0.0305,,,0.851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.4496,36.5714,41.1802,3.09828,5.122,6.089,-20.752,0.3644,-22.977,-0.9829,-0.362193,0.0000,0,0,,0.0338,,,0.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.4994,36.2414,41.2812,3.00938,5.218,6.089,-17.227,0.2855,-23.395,-1.5355,-0.300659,0.0000,0,0,,0.0302,,,0.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.5498,35.9312,41.3974,2.92629,5.312,6.229,-16.040,0.2221,-21.591,-1.3206,-0.279949,0.0000,0,0,,0.0250,,,0.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.5996,35.7686,41.4712,2.88175,5.387,6.364,-10.752,0.1975,-17.543,-1.4943,-0.187664,0.0000,0,0,,0.0277,,,0.459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.6501,35.4615,41.6189,2.79939,5.427,6.364,-12.244,0.1052,-18.603,-1.2736,-0.213702,0.0000,0,0,,0.0285,,,0.781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.6996,35.3028,41.7052,2.75692,5.441,6.490,-6.711,0.0774,-14.407,-1.4634,-0.117123,0.0000,0,0,,0.0271,,,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
